id,gender,age,location,children_in_house,highest_qualification,employment,housework_week,interest_sustainability,sustainability_daily_think,primary_driver_sustainable_activities,insterest_sustainability_origin,sustainability_important,sustainability_barrier,energy_action,energy_action_often,energy_action_comment,water_action,water_action_often,water_action_comment,food_action,food_action_often,food_action_comment,waste_action,waste_action_often,waste_action_comment,other_action,other_action_often,other_action_comment,gender_thoughts
137,Female,21-29,AZ,1,Bachelor degree,"Not employed, NOT looking for work",7-10 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Ease of cloth diapering ,Decreasing waste,Having to buy more expensive products (even though they last) ,BCEFGH,Often,NA,ABGH,Often,NA,BCD,All the time,NA,ACDEFG,Often,NA,ABC,Often,NA,I care more about health and eating well but my husband is starting to aswell
138,Female,30-39,"Omaha, NB",1,Bachelor degree,"Not employed, looking for work",4-6 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Cloth diapers really made me re-think my choices/actions,"waste, water","daily habits(i.e., showers, products that aren't sustainable)",BDEFGH,All the time,NA,ABGH,All the time,NA,D,Often,NA,ACDEFG,All the time,NA,A,All the time,NA,NA
139,Female,30-39,"Beverley, UK",1,Some high school,"Not employed, NOT looking for work",7-10 hours,Somewhat,Sometimes,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Having children,Food,Convenience and time,BEFGH,All the time,I try to run a low energy household,AEGH,Often,"Limited space in house and garden for dishwasher, water barrel etc",ABCD,All the time,I do not buy organic but only buy seasonal veg and meat from local farmers and tend to grow my own,ACDEFG,All the time,NA,AC,Often,"I do not buy fair trade branded items due to first hand negative effects I've seen in Central America to those farmers and labourers doing the work, but I would happily support a charitable organisation or alternative fair trade network (supermarket's own, for example) should my research deem it fairer for those in the fields",My husband cares less. I have to create habits at home and he follows them through routine rather than sustainability purposes. I do not know if that is gender or personality
140,Female,30-39,"Waterloo, Ontario, Canada",2,Some university but no degree,"Employed, working part-time",4-6 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Animals,"Food, waste, reuse ",Lack of public transit,BCDEFG,Often,NA,ACGH,Often,NA,ABCD,All the time,NA,ABCDE,Often,NA,ABC,Often,NA,"Since I am the one home with the children whilst my husband works, most sustainable choices made or implemenTed are by me"
141,Female,30-39,"Nashville, TN",1,Bachelor degree,"Employed, working part-time",10+ hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",The thought of landfills and waste,Waste,Convenience ,BDEG,All the time,NA,BH,Often,NA,CD,Often,NA,ACDEF,All the time,NA,A,Often,NA,"I'm not sure that gender itself affects sustainability (will be interesting to see your results). However,  the differences in what we each find important in regards to sustainability is interesting. Side note- My struggles with following a sustainable lifestyle are convenience and the lack of focus on ut in our culture. "
142,Female,21-29,"Lexington, TN",3,High school diploma or equivalent,"Not employed, NOT looking for work",10+ hours,Somewhat,Sometimes,"Yes, I encourage the other members of my house to be more sustainable in their actions.",To save money.,Waste.,It takes time.,BFGH,Often,"We try to use no lights until nighttime, we limit our tv time, wash and dry clothes only when its full, unplug chargers and things when done.",H,Often,We try to save it as much as we can.,D,All the time,I cook enough for my family to eliminate waste.,DF,All the time,NA,NA,Never,NA,NA
143,Female,30-39,"Sarasota, FL",1,Bachelor degree,"Employed, working full-time",1-3 hours,Yes,Sometimes,"Yes, I encourage the other members of my house to be more sustainable in their actions.",It's driven entirely by fear of leaving the earth in a bad spot for the future generations.,"Energy, food, waste, water",Money - we don't have the resources to purchase a home and install solar panels or purchase more expensive (yet more sustainable) options such as stainless food containers.,BCDEFH,Often,NA,ABG,Often,NA,BCD,Often,NA,ACDEFG,All the time,NA,ABC,Often,NA,"It's definitely me leading the charge, but my husband gladly helps."
144,Female,30-39,"Fort Wainwright, AK",2,Associates degree,"Employed, working full-time",7-10 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Cloth diapering and seeing the waste disposable diapers cause,Waste and water,Cost,BDEGH,Never,Live on post housing. No control over any of that.,B,Often,NA,CD,Often,Buying local in season foods from farmers market,BCDEF,Often,NA,AB,Often,NA,NA
145,Female,21-29,"Malmö, Sweden",0,Post-graduate degree,"Not employed, looking for work",1-3 hours,Yes,Sometimes,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Self reflection,"Food waste, clothes, water usage",Too little time.and money,DEFH,Often,NA,NA,Never,NA,ABCD,All the time,NA,ABCDEFG,Often,NA,ABC,Sometimes,NA,NA
146,Female,50-59,"Kathleen, GA",1,Associates degree,"Not employed, NOT looking for work",10+ hours,Yes,All the time,"Yes, I encourage the other members of my house to be more sustainable in their actions.","I have always been somewhat sustainable, but took sustainability more serious with the birth of a couple Grandchildren.","Tough one, I feel they all intermingle with each other. My biggest passion is cooking so I would have to say my organic garden.",Grocery shopping. The town market is only open 1 day a week for 4 hours in the afternoon and we don't have any organic type grocery stores in the area.,DEG,Often,"Occasionally I have to use appliances during the day, but I try to use them early or late in the day so my air conditioner doesn't have to run harder. We keep the air on 78° during summer and heat on 68° in the winter.",ABGH,All the time,I am typically the one that plans our meals and I'm the person that waters and takes care of our garden.,ACD,All the time,"I grow, green beans, tomatoes, green peppers, jalapenos, cantaloupe, strawberries, lemons, cucumbers and onions. Getting ready to start my fall garden in a few weeks.",ABCDEFG,All the time,"I have cut down from a full dumpster a week to about half a week. Still working on it. Always using stainless steel for water. Make FC, unpaper towels, sew cloth tissues, cloth dish towels/rags, DIY all purpose cleaner, compost for my garden, recycle as much as possible and re-purpose many items. Used cloth diapers. We also use cloth menstrual pads, cup and cloth tampons.",ABC,All the time,"I use citrus peel, vinegar and EO to make my cleaner. I make our dish washer detergent. Organic face products, organic tooth powder, organic shampoo, deodorant, EO insect repellent and organic washing machine detergent. Chemical free bug spray for my garden.","I don't know if this would count, but I use cast iron and stainless steel pots, wooden/stainless steel cooking utensils, glass/ceramic storage and baking dishes, no paper plates."
147,Female,30-39,"Sioux City, IA",3,Bachelor degree,"Not employed, NOT looking for work",10+ hours,Yes,Sometimes,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Not sure,Wasting resources of any kind,Cost and time,BEH,Often,My husband runs the thermostat but most of the others I initiate,BH,Sometimes,NA,ACD,Sometimes,I don't usually buy organic but I try to buy seasonal,CDEF,Often,NA,AC,Sometimes,NA,NA
148,Female,30-39,"Las vegas, NV",1,Associates degree,"Employed, working full-time",7-10 hours,Yes,Sometimes,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Cloth Diapers,Energy and waste,My partner ,BDFGH,All the time,NA,EGH,Often,NA,AD,Often,NA,ABEFG,All the time,NA,AB,Sometimes,NA,NA
149,Female,21-29,"London, UK",0,Post-graduate degree,"Employed, working full-time",1-3 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.","The meaning, mindfulness and respect in my relationship to objects and their lifecycle ",Use only what you need ,Trying to compensate for vacuum or pain,BDFH,Often,If a device is not in use it is switched off ,GH,Often,Some are technically harder to implement but what I can do I try to stick to,BCD,All the time,"Use a Tupperware if there's leftovers, buy organic seasonal products within my budget and meat or dairy should come from a local artisan (And so with my budget I end up having very little of it haha) ",ACDEFG,All the time,Wash and reuse instead of throwable and secondhand items ,BC,Often,I like cacti ,NA
150,Female,21-29,"Luxembourg, Luxembourg",2,Bachelor degree,"Employed, working full-time",10+ hours,Yes,Often,"No, my partner and I are equally involved in sustainable activities",I can't stand waste / Captain planet what's my favorite TV show bring up,Waste,Local government,EFGH,All the time,NA,AB,Often,NA,BCD,Often,NA,ACDEFG,Often,NA,ABC,Often,NA,NA
151,Female,21-29,"Gatineau, Quebec, Canada",0,Bachelor degree,"Employed, working full-time",4-6 hours,Yes,All the time,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Wanting to preserve the planet,All aspects are equally important,"At this time, the inability to make certain changes due to living in an apartment that I do not own.",BDEFGH,All the time,NA,ADGH,All the time,NA,ABCD,Often,"All the time except for buying organic/seasonal, which would be often",ABDEFG,All the time,NA,ABC,Often,"All the time except for buying sustainable/fair trade, which would be sometimes",NA
152,Female,30-39,Amsterdam,0,Post-graduate degree,"Employed, working full-time",1-3 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",My studies and family education,all the ones mentioned,time ,ABDEG,Often,NA,AH,Sometimes,NA,BCD,Often,NA,ADEG,Often,NA,BC,Often,NA,NA
153,Male,60+,"Tanjore, Tamilnadu, India",0,Bachelor degree,Retired,1-3 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Evil effects of anti_nature activities around me.,"Food, waste and water _ in this order",insensitivity of people.,ADEFG,All the time,"We hand wash clothes and hang dry, since Sun shine is abundant",ADF,Often,NA,ACD,Often,"Being vegetarian, grow our own vegetable, greens nd paddy.",BDFG,Often,NA,BC,Often,NA,NA
